source_split,source_id,text,emoji_type,emotion_group
train,vsmec_train_58,bài này tao có 2 cảm xúc . đầu tiên về quán trà . đến cảm xúc quen lại c thy xong bị mẹ cấm :)),emoticon,neutral
train,vsmec_train_62,"hồi nhỏ bà mày có cho một con ngỗng mình tự tay nuôi nó . từ ngày đó nó đeo mày như chó mèo vậy . nhưng khi lớn nó lại mắc bệnh mà mất . giờ cũng hơn 4 , 5 năm rồi những nhớ nó lắm 😓",unicode,sadness
train,vsmec_train_63,hồi nhỏ đọc tao đã nghi nghi rồi =)))))))),emoticon,positive
train,vsmec_train_65,"con cần bảo vệ thì giết sạch còn con cần tiêu diệt thì lại đem nuôi , cuộc sống lạ lùng vãi 😕",unicode,anger
train,vsmec_train_66,dù sao thì con trai vẫn nên là người mở lời trước à 🤣🤣🤣🤣🤣🤣,unicode,positive
train,vsmec_train_67,ad cho hỏi nghệ an lúc nào mưa vậy ah 🌧🌧.. ốm cũng cam lòng chứ vã lắm rồi 🥵🥵,unicode,sadness
train,vsmec_train_68,giận ngược lại rồi giận luôn chứ có huề đéo đâu :(((,emoticon,sadness
train,vsmec_train_69,per tao được làm fan cứng giống mày rồi 🤣,unicode,positive
train,vsmec_train_72,ôi bé xinh gái vãi :)),emoticon,positive
train,vsmec_train_74,rồi khi mày có 1 ít tiền :)) mày mới phát hiện ra còn đéo cả có người đi cùng cơ,emoticon,sadness
train,vsmec_train_76,tao sợ thật sự :(((,emoticon,fear
train,vsmec_train_77,per thịt nướng lò xô ne ăn z mà không chết 😎😎😎😎,unicode,positive
train,vsmec_train_79,ông nào viết vui tính thế =)) cưng thật,emoticon,positive
train,vsmec_train_82,ghét nhất mấy loại bép xép thế thôi . nhanh gọn lẹ 😂😂😂,unicode,positive
train,vsmec_train_87,":)) đang ăn mỳ , không có trứng nhạt lắm , có rụnng thì xin vài quả !",emoticon,positive
train,vsmec_train_88,"cảm ơn nói chuyện nhật ! 1 nền khoa học , giáo dục , trí tuệ văn minh !! 😘",unicode,positive
train,vsmec_train_90,hahaha lúc trước ca làm có 4 chị em vui biết bao :)),emoticon,positive
train,vsmec_train_91,đụ thế kia thì có khác nào mua cái bánh mà bị đứa bán hàng nó tạt cho gáo nước lạnh đâu 🙄,unicode,anger
train,vsmec_train_92,các bạn đang bảo con này ah 😂😂😂,unicode,neutral
train,vsmec_train_94,"kinh nghiệm được truyền lại là khi nào nấu xong bỏ tí "" tro "" vào lần sau không phải nấu 😊",unicode,positive
train,vsmec_train_98,đm thực tế như này còn hay . tiếc là đéo ở gần mình =)),emoticon,sadness
train,vsmec_train_105,"per tặng quà cáp gì tặng hộp nhỏ thôi nha . đi hát hò gì đừng đem thùng quà to như vậy nha , nó biết nó nhổ trụi lông nó ngắt mép chết đó :((",emoticon,fear
train,vsmec_train_110,thế làm sao dỗ bạn gái đang giận :(,emoticon,sadness
train,vsmec_train_111,t nói thật tao hiền lắm . chứ bà lồn to kia mà gặp tao là ăn mấy cái mũ bảo hiểm vào mặt rồi :),emoticon,anger
train,vsmec_train_119,nhỏ nhặt nhưng ý nghĩa và hạnh phúc 😊,unicode,positive
train,vsmec_train_120,per =)))))) hít đi cho no chứ mắc công lại chửi tao không biết điều giở trò trước mặt cẩu fa như mày :),emoticon,positive
train,vsmec_train_123,per biết không :))),emoticon,interest
train,vsmec_train_126,cô tiên béo quá .. 😅😅 giọng còn the thé nữa .. 😅😅,unicode,anger
train,vsmec_train_132,"đừng nên thích mấy ông anh cơ bắp , sợ lắm 😆",unicode,fear
train,vsmec_train_133,có ai vừa coi mà thấy phê phê cái lỗ tai giống tôi không ?? 😀,unicode,positive
train,vsmec_train_134,tao đéo hiểu sao người yêu tao đi cắt tóc về trông mặt ngáo đến kì lạ 🤣🤣🤣,unicode,anger
train,vsmec_train_139,cần gì những thứ xa hoa lộng lẫy đâu . dù chỉ 1 bông hoa nhưng đong đầy yêu thương nhắn tin đã cảm thấy đủ hạnh phúc rồi 😊😊😊,unicode,positive
train,vsmec_train_143,"khuôn mặt ngây thơ vô số tội , trái tim nhỏ bé của tao sao chịu được ❤❤❤",unicode,positive
train,vsmec_train_145,"cấp 3 , đáng tiếc nhất trong thời học sinh ^^",emoticon,sadness
train,vsmec_train_147,"thích chị này nhất phim í , bé bé xinh xinh lại diễn rất đạt :3 . hy vọng mai sau sẽ có bước tiến lớn và thành công hơn nữa < 3",emoticon,positive
train,vsmec_train_148,dạo này xem video của per chán ấy không như xưa tại giờ toàn quảng cáo ấy ( ý kiến cá nhân ) 😔,unicode,anger
train,vsmec_train_151,khi nào lên chùa ba vàng giải được vong thì kết hôn :)),emoticon,positive
train,vsmec_train_152,thuở thiếu thời ai chẳn có phút bốc đồng . nên cho nó một trận để răng đe .. 🤣,unicode,anger
train,vsmec_train_154,cận cảnh cái bụng nước lèo của boss =))) xài hao vãi,emoticon,anger
train,vsmec_train_163,năm nay tao không còn cảm thấy cô đơn và mỏi chân nữa ... vì tao được ngồi mát và ăn ké socola of bọn có người yêu 😁😂...# mun 😘,unicode,positive
train,vsmec_train_164,hãy dùng một đời để minh chứng nhé !💕😍,unicode,neutral
train,vsmec_train_166,chỉ cần yên bình như thế này thôi . ❤️❤️❤️,unicode,positive
train,vsmec_train_171,tao cũng có 1 người bà như trong video nhưng bà ấy qua đời rồi 🙁🙁🙁,unicode,sadness
train,vsmec_train_175,thật may em đã gặp được người tài xế tốt 🌸🌸,unicode,positive
train,vsmec_train_179,cho con được thay ông bán vé đi 😔,unicode,sadness
train,vsmec_train_182,per cách này coi bộ hay nha 😂,unicode,positive
train,vsmec_train_187,thề địt mẹ ngay đoạn hay cái lên nhạc + cast muốn đập điện thoại vãi :),emoticon,anger
train,vsmec_train_190,thật khó để có cả 2 khi chúng ta còn trẻ :),emoticon,sadness
train,vsmec_train_200,quên đào tạo đạo đức thôi mà báo làm căng vãi 😂,unicode,anger
train,vsmec_train_202,"cố gắng lên mọi lỗ lực và công lao của em sẽ được đền đáp một cách thật là sứng đáng , cố gắng lên em nhé 👍",unicode,positive
train,vsmec_train_203,hồi nhỏ cứ đi qua chỗ nào mà nhìn từ xa thấy bóng dáng mấy con đuỹ này là chuẩn bị tinh thần chạy chứ nó dí sấp mặt luôn dù mình đéo làm gì nó hết 😂 vừa dí vừa ngoác mỏ hét sợ vãi ra,unicode,fear
train,vsmec_train_205,"con gấu trúc , cho nó ăn trúc đi =))) tướng ngồi nhìn cưng vãi",emoticon,positive
train,vsmec_train_211,trẻ con bao giờ ga lăng sớm thế nhỉ ?! hồi mình bằng bọn này đuổi đánh nhau hỡi chết :))))),emoticon,interest
train,vsmec_train_212,tính đi chạy xe mà mưa cho nên ta ở nhà :),emoticon,neutral
train,vsmec_train_219,ông thần nhây vãi đái 😂😂,unicode,positive
train,vsmec_train_221,chả vị nước mắt à 😔,unicode,sadness
train,vsmec_train_222,con lợn kia sao đập vào đầu vợ bé của tao =)),emoticon,anger
train,vsmec_train_224,cứ sợ rớt điện thoại :)))) sợ nhất là lỡ khúc nào khó là té không thể tả nổi,emoticon,fear
train,vsmec_train_227,"per khiếp nhớ ngày xưa quá anh em ơi , đi làm cười từ sáng tới tối luôn 😩",unicode,positive
train,vsmec_train_229,"tỉ năm mới thấy cười một lần người gì đâu mà khó cười đến thế 🤨 chả bù cho mình , lúc đéo nào cũng cười , cuộc sống tràn ngập niềm vui < 3",unicode,positive
train,vsmec_train_230,không phải crush :v nhưng mà nhìn ổng cười mỉm nhìn cute vãi -.-😑😆❤,unicode+emoticon,positive
train,vsmec_train_234,bất ngờ chưa =))),emoticon,interest
train,vsmec_train_240,a per ..... nhìn những hình ảnh này ... sao em nhớ về anh quá .... 15 năm ròng rã .. giờ anh lưu lạc nơi đâu . 😭😭😭😭,unicode,sadness
train,vsmec_train_241,"kiến phải loại kiến lửa , kiến vàng , còn loại kiến lấy cứt trâu làm tổ này thì đốt gì hả ông zời :))",emoticon,anger
train,vsmec_train_242,per có nên áp dụng với anh hàng xóm không nhể 😆😆😆,unicode,positive
train,vsmec_train_254,per nhìn mặt hài vler :))),emoticon,positive
train,vsmec_train_255,"đấy gọi là biết ngu mà vẫn đâm đầu vào , giống tao :)",emoticon,positive
train,vsmec_train_258,đó là một câu chuyện buồn 😀,unicode,sadness
train,vsmec_train_260,per dạo này bị xàm à 😂😂😂,unicode,anger
train,vsmec_train_261,như chết đi sống lại 🙂,unicode,sadness
train,vsmec_train_262,"bất cứ lúc nào nghĩ về đời tao chỉ thấy vị cay , nồng nơi khóe mắt :))",emoticon,sadness
train,vsmec_train_264,thả tao ra để tao cắn chết mẹ nó =)),emoticon,anger
train,vsmec_train_265,per tao cứ thấy giống giống mày :))))),emoticon,positive
train,vsmec_train_273,con mèo khốn nạn dám bóp vếu vợ tao à 😡,unicode,anger
train,vsmec_train_279,chú này tội lắm á :(,emoticon,sadness
train,vsmec_train_289,vì mày là đống vỏ năm xưa mẹ mày đổ vào đầu bố mày nên ngày nào nhìn mặt mày hắn cũng cay cú như thế :)),emoticon,anger
train,vsmec_train_290,người ta chỉ muốn dụ mày rồi xin một trái thận . 😪,unicode,fear
train,vsmec_train_293,con gái chả thế :)))) con trai đi dume mày có nhận hàng không,emoticon,positive
train,vsmec_train_298,"đây là tao khi bảo "" tao biết đường mà , tin tao ."" 🙂",unicode,positive
train,vsmec_train_299,t nhớ tao đang xem xxx thì chưa cắm tai nghe 😭😭😭,unicode,sadness
train,vsmec_train_301,per quẹo lựa mấy đứa ơi . để lễ nay đặt vé luôn cho rồi . nóng quá rồi :)))),emoticon,positive
train,vsmec_train_306,per ê tao với mày mà đi cái cầu này chắc rớt ngay bước đầu quá 😢😢 đã mặp rồi chân lùn nữa đi qua bằng niềm tin,unicode,fear
train,vsmec_train_309,vụ này chắc xử nhanh hơn vụ trong thang máy .... 😂😂😂,unicode,positive
train,vsmec_train_310,lúc rài không gặp được mặt cờ rút nữa 😪,unicode,sadness
train,vsmec_train_311,dạo này cứ đổ vỡ nhây nhớp là hấp dẫn cư dân mạng à :)) tao thấy đéo đến mức buồn quá,emoticon,anger
train,vsmec_train_312,giống tao hồi bé ... 😅,unicode,positive
train,vsmec_train_313,có ai không bị giật mình như tao không . nhạt vãi =))),emoticon,anger
train,vsmec_train_314,năm nay không được ăn dồi :((,emoticon,sadness
train,vsmec_train_315,ổng bị bắt rồi :( rồi lấy gì coi,emoticon,sadness
train,vsmec_train_317,con nào cũng là con nhé . con trai tao tập từ nhỏ đã biết tự lo và phụ mẹ rồi :)),emoticon,positive
train,vsmec_train_320,per đi tong một năm học ... nhưng vẫn tốt nghiệp ... :(,emoticon,sadness
train,vsmec_train_322,lâu rồi chưa nghe ... nghe lại vẫn hay và ngấm như ngày nào :)),emoticon,positive
train,vsmec_train_327,xem đi xem lại bao nhiêu lần cũng không chán ... vẫn cảm giác hồi hộp :),emoticon,sadness
train,vsmec_train_328,per phải nói là hiền quá hiền luônnn 🤣,unicode,positive
train,vsmec_train_331,trên đời sợ nhất mấy con trùn trùn như ri ! nhất là giun đất với rắn !!! đã từng bỏ tiết học sinh học mổ giun đất 😞😞,unicode,fear
train,vsmec_train_332,sao tao thấy đa phần mấy đứa con trai cắt tóc xong nhìn ngáo đéo chịu được vậy =))).. cười tét cả hàm chứ đùa,emoticon,positive
train,vsmec_train_339,cười như cục cức trôi sông lạc chợ 😏😏👌,unicode,anger
train,vsmec_train_341,phải đối xử tốt với chính bản thân mình :),emoticon,positive
train,vsmec_train_344,tao đang đi phân khối lớn đây . ai cũng kêu nhìn cá tính vãi 😁,unicode,positive
train,vsmec_train_345,động lực để phụ nữ chiến đấu chính là gia đình và bản thân họ :),emoticon,neutral
train,vsmec_train_348,"chuẩn rồi . nhiều khi mệt muốn xỉu , xong đồng nghiệp đùa nhau đôi ba câu hay kể cho nhau vài câu chuyện thế là lại vui trở lại 😂😂😂 đồng nghiệp quan trọng thật sự",unicode,positive
train,vsmec_train_350,"per hồi nhỏ bị con đỉ này dí lòi lol 😂, bị cắn bầm đen muốn thúi thịt luôn cả tháng hơn mới hết . mà đươ ̣ c cái con này nuôi nó giữ nhà cửa hay , có nó không sợ ma quỷ gì hết",unicode,fear
train,vsmec_train_352,nó mới ghé nhà tao đây :)),emoticon,positive
train,vsmec_train_355,đọc chả hiểu gì :( mất gốc rồi :(,emoticon,sadness
train,vsmec_train_356,mạng lag chưa xem được nhưng vẫn vào bình luận 😍😍,unicode,neutral
train,vsmec_train_357,"em vợ có thể ngủ với mẹ , còn anh thì ngủ với em 😂",unicode,positive
train,vsmec_train_358,cái giọng anh quay phim nghe ngọt quá 😘😘,unicode,positive
train,vsmec_train_359,đẹp đôi vãi 🤩,unicode,positive
train,vsmec_train_361,"ổng để móng có 1 bàn tay thôi còn bàn tay kia vẫn sạch sẽ bình thường mà các cụ cứ hỏi chùi đít , đanh răng , quay tay kiểu gì là sao :))",emoticon,neutral
train,vsmec_train_363,vì nó biết mày còn 2 quả thận thôi con ạ . rửa mặt đi :vậy,emoticon,anger
train,vsmec_train_364,tiền cắt tóc như kia đủ mua giày rồi :v,emoticon,sadness
train,vsmec_train_368,định mệnh gớm vãi 🤮🤮🤮,unicode,anger
train,vsmec_train_371,lấy vợ xong bị tàn phá là có thật 😆 béo vãi_chưởng,unicode,anger
train,vsmec_train_373,t thề hồi nhỏ qua nhà ông hàng xóm vá xe tao bị con ngỗng dí chạy xúc quần quanh nhà ổng vừa chạy vừa la làng tới giờ nhớ lại vẫn còn hãi 😧😧😧,unicode,fear
train,vsmec_train_377,nhà có người già vui thật nhỉ 🤣👍,unicode,positive
train,vsmec_train_378,tao nấu củi chưa nấu bằng rơm bao giờ 😪,unicode,neutral
train,vsmec_train_385,"má , dume cười ỉa :))))",emoticon,positive
train,vsmec_train_388,bị rồi nè :))) mua 6 ly rớt hết 4 ly,emoticon,neutral
train,vsmec_train_392,per ngôn tình luôn ở quanh ta nhưng nó đéo đến với chúng ta 😏,unicode,sadness
train,vsmec_train_393,rồi lỡ ai có bầu mà đi qua không biết nhảy kiểu gì nữa 😂😂,unicode,positive
train,vsmec_train_397,nhiều khi cũng muốn chọc cho người yêu giận nhưng mới nhớ ra mình đéo có người yêu 😌,unicode,sadness
train,vsmec_train_400,ơ tao đang mơ 🤩,unicode,positive
train,vsmec_train_401,chủ tịch rả vờ ngu và cái kết đừng bao rờ khinh thường người khác 😂😂,unicode,anger
train,vsmec_train_402,"per ăn tết xong , cần cây cầu này để giảm cân 😆😆",unicode,positive
train,vsmec_train_404,:))) 1 phần của bài quyền là phải gẫy gậy và té sấp mặt luôn để đỡ bị đối phương đâm lòi phèo,emoticon,sadness
train,vsmec_train_410,người ta gọi là ngu mà cứ đâm đầu vào đấy :),emoticon,anger
train,vsmec_train_415,crush ai thì cờ rớt chứ đừng cờ rớt mấy mẹ bán hàng online với làm bất động sản chúng mày nhé :3,emoticon,neutral
train,vsmec_train_419,ông trời cho mình lũ bạn cờ hó quá ấy mà :),emoticon,positive
train,vsmec_train_421,giỏi thiệt . nể . giọng ở tao khó z mà ông này nói được giỏi 😁,unicode,interest
train,vsmec_train_429,dume mặc dù tao rất yêu chó nhưng tao cũng sợ chó nữa :((,emoticon,fear
train,vsmec_train_433,cái thứ tình yêu bọ xít :)),emoticon,anger
train,vsmec_train_434,"ngày xưa nhà nuôi mấy con điên này cái giọng thì đã khó nghe thì chớ suốt ngày ngoạc ra , hễ về đến nhà là thấy giọng bọn n đầu tiên . xong cho ăn , rõ ràng là cho n ăn đàng hoàng mà đến n + 1 lần bị n mổ với đuổi bợt mạng . chốt là tao ghét cái bọn nì dã man . ám ảnh cả 1 tuổi thơ :(( cái thứ yêu nghiệt .",emoticon,fear
train,vsmec_train_436,per mặc dù biết ngôn tình tàu khựa toàn xạo chó nhưng cầu hôn có não thật ^^,emoticon,anger
train,vsmec_train_437,"đừng so nó với chó ., vì chó nhà tao cũng từng bị nó cắn rồi 🤧. nó đéo ' sợ bố con thằng nào cả .",unicode,anger
train,vsmec_train_443,cái chứng minh hình kia dễ vãi . cứ vẽ hình lên bài xong người chấm điểm người ta thấy là biết chứ sao :)),emoticon,positive
train,vsmec_train_444,đm quả gật đầu quả quyết vãi 😂,unicode,positive
train,vsmec_train_452,"mày vã quá rồi đấy , sang lên chứ 🙄",unicode,neutral
train,vsmec_train_453,"e ấy đang khóc , nhưng vì hàm răng không thể thụt vào nên mọi người nghĩ là em đang cười :))))",emoticon,positive
train,vsmec_train_455,vl mồm thì chửi người ta nhem nhẻm ra xong cứ bảo người ta mất dậy :)) chị kia đã chửi được câu đéo nào đâu mà nó cứ bảo mất dậy . đâm hỏng xe người ta xong còn đòi đọ lồn :))))) bố mày lậy . phải tao là tao sút cho tung con mẹ mày cái lồn già lên rồi cho mất dậy cả thể . cứ cậy đẻ 5 lứa rồi lồn rộng mép dài ra đường bắt nạt đứa lồn bé hơn,emoticon,anger
train,vsmec_train_457,nhưng công nhận nhìn ngáo cỏ yêu thật =)),emoticon,positive
train,vsmec_train_461,chia buồn với gã lưng gù 😥😢,unicode,sadness
train,vsmec_train_464,thực ra em mới đang phải là sự lựa chọn chứ không phải là người được lựa chọn đâu 😌.,unicode,sadness
train,vsmec_train_465,"per trong vòng 4 tháng chắc anh chụp hơn trăm tấm , huhu , sợ quá 😱😱😱😢😢😢",unicode,fear
train,vsmec_train_468,cô gái này thật dễ thương “ anh cứ nhắm mắt làm đại một lần thôi mà “ 😂😂,unicode,positive
train,vsmec_train_474,"thanh diễm giờ tao hiểu tại sao cứ sáng vô là tao trông tới đi về , đầu tuần trông tới cuối tuần và đầu tháng trông tới cuối tháng rồi 🤣🤣🤣🤭",unicode,positive
train,vsmec_train_478,đừng tưởng nó nói yêu mày là yêu mày thật :))),emoticon,neutral
train,vsmec_train_479,vì những thành phần như bạn mà page cứ phải khoá bình luận cho trong sạch đấy . thật là giông bão 😌,unicode,anger
train,vsmec_train_480,thân gửi mấy má bán combo quà độn xốp với mấy cha có ý định tặng 😂😂,unicode,anger
train,vsmec_train_482,per la liếm cả ở trong này hả =)),emoticon,interest
train,vsmec_train_485,sinh viên năm 3 rồi nhưng vẫn chưa định hướng ra trường làm cái giống gì đây :(,emoticon,sadness
train,vsmec_train_487,ra xong bảo anh ý ship em về nhà luôn được không . xe em bị hỏng mất tiêu rồi =)),emoticon,positive
train,vsmec_train_489,t đu ́ theo thôi :v tao biê ́ tao thư ̀ anh no ́ la ̀ shipper,emoticon,positive
train,vsmec_train_492,nấu kiểu này ngon lắm luôn 😋😋,unicode,positive
train,vsmec_train_494,mấy ai chứng minh được điều đó 😍,unicode,neutral
train,vsmec_train_498,tiền bạc là phù du ... nhiêu đó cho luôn 😂😂😂😂😂,unicode,neutral
train,vsmec_train_500,ai muốn đi thái hè này với tôiii nào cũng chim ưng phết đấyy :))),emoticon,positive
train,vsmec_train_502,muối nhà mày mua chỗ khác rồi hay s thiếu mặn z :)),emoticon,anger
train,vsmec_train_508,cái kết xàm lông thiệt :)),emoticon,anger
train,vsmec_train_511,tao thấy buồn cười vãi :)),emoticon,positive
train,vsmec_train_514,lũ bảo vệ nhìn vô dụng nhỉ :v quanh đó có gì xảy ra còn del biết thì làm bảo vệ làm cái gì ?,emoticon,anger
train,vsmec_train_515,"trải qua một cuộc bể dâu , rồi bể ong ???? lót dép hóng :v",emoticon,positive
train,vsmec_train_516,per chắc tao nên làm quả móng chân xoắn ốc dài nhất thế giới :))),emoticon,neutral
train,vsmec_train_517,tui nhớ anh quá à :(((,emoticon,sadness
train,vsmec_train_520,mang anh này về nhà luôn được không 😻,unicode,positive
train,vsmec_train_521,cả tuổi trẻ bỏ công cày . có cơ ngơi ổn định . r về già con cháu đuổi ra đường bắt đầu 2 bàn tay trắng . đời 😅😅,unicode,sadness
train,vsmec_train_528,"per :))) tuy anh hay bắt nạt , giấu đồ và ăn bòn đồ ăn của em nhưng nếu thiếu anh thì công việc sẽ trở nên căng thẳng phết đó 😭",unicode+emoticon,sadness
train,vsmec_train_529,"lúc đầu còn tưởng quảng cáo rạp chiếu phim , pr về mức độ đầu tư của rạp phim , ai ngờ =))",emoticon,interest
train,vsmec_train_531,còn quá nhiều mảnh đời bất hạnh ☹️,unicode,sadness
train,vsmec_train_533,bằng tuổi người ta mình vẫn còn mải nghĩ chiều nay ăn gì 😢,unicode,sadness
train,vsmec_train_536,anh chân thành nên anh tổn thương :((,emoticon,sadness
train,vsmec_train_537,mấy ai hiểu được ý nghĩa mà cứ chửi như đúng rồi :)))),emoticon,anger
train,vsmec_train_538,dàn lông chân =))))),emoticon,neutral
train,vsmec_train_542,thức ăn cho chó lúc nào cũng ngon :))))))))))),emoticon,positive
train,vsmec_train_549,per nhớ hội chị em vinmec quá :((,emoticon,sadness
train,vsmec_train_551,per nguy hiểm quá mày ơi 😩😩,unicode,fear
train,vsmec_train_552,chắc là vì em .. đi lấy chồng 😥,unicode,sadness
train,vsmec_train_553,chạy ngay đi 😒 trước khi bọn chủ tịch vào đây và giả làm con cặc gì đó rồi bị coi thường và chúng mày phải nhận cái kết đấy !!,unicode,fear
train,vsmec_train_555,nói thì hay lắm 🙂 cuộc sống đâu phải được như mong muốn,unicode,anger
train,vsmec_train_556,hẳn là không biết nhắn gì :)). thế thôi dẹp mẹ đi,emoticon,anger
train,vsmec_train_558,per tập gym đi mày có người yêu đấyyyy =))))),emoticon,positive
train,vsmec_train_560,"giờ bà già lắm rồi , nhổ sợ hết tóc , nghĩ tao lại thấy buồn quá 😞😞",unicode,sadness
train,vsmec_train_561,chuyện buồn quá chúng mày à . tao không dám đọc sợ làm quyết tâm có người yêu của tao lung lay 🙄,unicode,fear
train,vsmec_train_571,và chúng nó cũng ngáo hơn lũ con trai :),emoticon,anger
train,vsmec_train_575,"có vẻ coi lòng tự trọng , nhân cách , và tinh thần của người ta rẻ mạt ... ngồi tù 7 năm đáp lại 1 lời xin lỗi và 200tr ...😩😩😩",unicode,anger
train,vsmec_train_577,"nhổ tóc sâu cho bố , hình như được 500đ để mua kẹo dồi 😂",unicode,positive
train,vsmec_train_580,"ngu thế chờ cho mật ong ngấm xuống đất , rồi đào đất đấy lên chắt kiểu gì cũng được gần đầy :))",emoticon,neutral
train,vsmec_train_582,đang tập hát 😶😶 hay thật 😔😔,unicode,positive
train,vsmec_train_585,vì yêu người khác nên biết là ngu nhưng vẫn làm :(,emoticon,sadness
train,vsmec_train_588,sao bao nhiêu năm kể từ ngày đó em đã không còn nghe lại nữa :((,emoticon,sadness
train,vsmec_train_594,cần tìm gấp bạn trai đáng yêuc như anh này trời đất ơi =)),emoticon,positive
train,vsmec_train_596,thề dume c còn hết hồn nói chi đến khách =)))) sáng sớm ra mở cửa với tối đóng cửa thôi độ gan dạ cũng phải tăng lên mấy chân kính =)))),emoticon,fear
train,vsmec_train_598,"chán thật , dạo này hồi xuân hay sao đọc mấy cái kiểu này ấm lòng vãi :(",emoticon,sadness
train,vsmec_train_600,chủ thớt sao xinh gái thế =)),emoticon,interest
train,vsmec_train_602,"may công an đến bắt chứ không thì dân chỗ đó cho vào nồi cả rồi , đã có người cắt cử nhau đi mua giềng mẻ rồi đó chứ 😆",unicode,positive
train,vsmec_train_607,ốm mà xinh thế :3,emoticon,positive
train,vsmec_train_612,per bị chì chiết từ 6h sang đến 23h phia . vẫn sống vui 😊😉,unicode,positive
train,vsmec_train_615,trai tài gái sắc .. danh ngôn rồi tài sản chứ tài gì !! 🤣🤣,unicode,positive
train,vsmec_train_617,cho bạn trai uống nước này nhé 😌,unicode,neutral
train,vsmec_train_619,per 🤣🤣🤣 để anh vẽ mình xem thế nào nhé,unicode,neutral
train,vsmec_train_622,rút kinh nghiệm lần sau cứ khách nào kêu tính tiền thì mình checkin phòng liền nếu tình trạng như vậy thì cho nó dọn phòng khi nào sạch thì cho nó về 😀,unicode,anger
train,vsmec_train_625,tuổi thơ của tôi cũng từng có 1 người c . trai bỏ mặc tất cả để bảo vệ tôi 😘😘😘😘,unicode,positive
train,vsmec_train_630,ước là 1 ngày mai thức dậy dụi mắt mãi chưa hết tuổi thanh xuân =)))),emoticon,positive
train,vsmec_train_631,nhằm ngày sinh nhật luôn trời ..😂,unicode,interest
train,vsmec_train_632,"làm pv quán karaoke đi rồi khổ hơn nữa , toilet danh cho nam chỉ đứng tè , vậy mà nỡ lòng nào mấy anh ngồi ỉa 😢 thiệt chứ gặp cái mún khóc lun …",unicode,sadness
train,vsmec_train_633,tao đang chờ xem bà ấy được nghe nhạc ý mà hết video 🤣,unicode,positive
train,vsmec_train_638,tất cả đã đều quá hoàn hảo rồi . trừ pha nhảy cuối thôiiii :v,emoticon,positive
train,vsmec_train_640,"ai bảo mèo đực hay đi khỏi nhà chứ quàng thượng nhà tao toàn ngủ , ngủ cả ngày cả đêm , đang ngủ mắc tè xong dậy đi tè rồi vào ngủ tiếp , ngủ hơn heo :vậy",emoticon,anger
train,vsmec_train_642,nó ốm nhom thương ghê :(,emoticon,sadness
train,vsmec_train_644,như kiểu sắp bị hiếp dâm đến nơi vậy . tế sống luôn mấy thg lol 🙂 dcm,unicode,anger
train,vsmec_train_645,giọng chú hơi bị dễ thương nhá :)),emoticon,positive
train,vsmec_train_649,cặp nay dth ghê luôn 😍,unicode,positive
train,vsmec_train_654,suy thoái gớm nhỉ :)),emoticon,anger
train,vsmec_train_655,cuộc sống mà mấy ai được trọn vẹn 😢😢,unicode,sadness
train,vsmec_train_657,biết ngay sẽ chơi cái trò mất dạy này nhưng vẫn kiên trì xem tới cùng để thách thức bản thân có sợ hay không :)),emoticon,anger
train,vsmec_train_658,cha con y chang nhau 😂 1 khuôn đúc ra,unicode,interest
